

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2016-09-19T09:00:54PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
836|SDSS J122754.51+020519.8|186.97716 |   2.08884 |!*|  -150|-0.000500 |    |18.70|  0.000|0|0|9|3|1|4|0
837|2dFGRS N249Z089|186.58087 |  -0.26183 |!*|  -150|-0.000500 |    |19.22|  0.000|2|0|1|2|1|0|5
838|2dFGRS N311Z209|178.18488 |  -0.73294 |!*|  -150|-0.000500 |    |19.34|  0.000|0|0|1|2|1|0|2
839|2dFGRS N388Z101|187.62708 |   1.34392 |!*|  -150|-0.000500 |:   |19.43|  0.000|0|0|1|2|1|0|3
840|2dFGRS N244Z082|180.56317 |  -2.35747 |!*|  -150|-0.000500 |    |19.44|  0.000|0|0|1|2|1|0|5
841|2dFGRS N391Z194|190.68604 |   1.95361 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|1|2|1|0|3
842|SDSS J130833.83-002433.7|197.14096 |  -0.40938 |!*|  -150|-0.000500 |    |18.36|  0.000|1|0|6|3|1|4|0
843|SDSS J130807.29+001421.6|197.03041 |   0.23935 |!*|  -150|-0.000500 |    |18.64|  0.000|1|0|6|3|1|4|0
844|GALEXASC J125432.50-015921.6  |193.63542 |  -1.98928 |!*|  -150|-0.000500 |    |18.69|  0.000|1|0|8|4|1|0|4
845|SDSS J130139.99-020013.2|195.41664 |  -2.00367 |!*|  -150|-0.000500 |    |18.77|  0.000|2|0|24|4|1|4|0
846|2dFGRS N328Z134|196.59908 |   0.92906 |!*|  -150|-0.000500 |    |18.84|  0.000|0|0|1|2|1|0|2
847|SDSS J132351.97-004130.8|200.96655 |  -0.69189 |!*|  -150|-0.000500 |:   |18.16|  0.000|0|0|10|3|1|4|0
848|2dFGRS N332Z045|201.05683 |   0.80658 |!*|  -150|-0.000500 |    |18.47|  0.000|0|0|1|2|1|0|3
849|2dFGRS N262Z213|200.23417 |  -1.50769 |!*|  -150|-0.000500 |    |18.51|  0.000|1|0|1|2|1|0|5
850|2dFGRS N265Z137|201.45225 |  -1.09961 |!*|  -150|-0.000500 |    |19.02|  0.000|0|0|1|2|1|0|4
851|2dFGRS N195Z221|199.58717 |  -2.22822 |!*|  -150|-0.000500 |    |19.09|  0.000|0|0|1|2|1|0|3
852|SDSS J131954.10-013358.1|199.97545 |  -1.56614 |!*|  -150|-0.000500 |    |19.16|  0.000|1|0|6|3|1|4|0
853|2dFGRS N399Z219|200.61333 |   1.14881 |!*|  -150|-0.000500 |    |19.25|  0.000|0|0|1|2|1|0|1
854|SDSS J131919.07-024122.6|199.82948 |  -2.68964 |!*|  -150|-0.000500 |    |19.27|  0.000|0|0|6|3|1|4|0
855|2dFGRS N405Z119|207.36950 |   1.14189 |!*|  -150|-0.000500 |:   |19.35|  0.000|0|0|1|2|1|0|3
856|SDSS J132625.17-022549.7|201.60491 |  -2.43048 |!*|  -150|-0.000500 |    |19.38|  0.000|0|0|6|3|1|4|0
857|SDSS J133114.60-004432.8|202.81086 |  -0.74247 |VisS|  -150|-0.000500 |    |18.7g|  0.000|0|0|6|3|1|4|0
858|2dFGRS N196Z272|200.36258 |  -1.89278 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|1|2|1|0|5
859|SDSS J134943.49-001619.1|207.43122 |  -0.27199 |!*|  -150|-0.000500 |    |19.54|  0.000|1|0|6|3|1|3|0
860|SDSS J135943.09+020919.1|209.92955 |   2.15532 |!*|  -150|-0.000500 |    |18.24|  0.000|0|0|10|3|1|4|0
861|SDSS J140221.05-002312.2|210.58774 |  -0.38674 |VisS|  -150|-0.000500 |:   |18.89|  0.000|0|0|6|3|1|3|0
862|SDSS J135404.16+020237.5|208.51736 |   2.04376 |!*|  -150|-0.000500 |    |19.07|  0.000|0|0|13|4|1|4|0
863|2dFGRS N406Z059|209.82788 |   2.07358 |!*|  -150|-0.000500 |    |19.07|  0.000|0|0|1|2|1|0|4
864|SDSS J140458.25-000135.8|211.24274 |  -0.02662 |!*|  -150|-0.000500 |:   |19.26|  0.000|1|0|16|3|1|4|0
865|SDSS J134852.33-013528.4|207.21806 |  -1.59123 |!*|  -150|-0.000500 |    |19.26|  0.000|0|0|6|3|1|4|0
866|2dFGRS N415Z162|219.32058 |   0.89878 |!*|  -150|-0.000500 |    |17.11|  0.000|0|0|1|2|1|0|5
867|SDSS J143311.80-003140.9|218.29919 |  -0.52803 |!*|  -150|-0.000500 |    |18.22|  0.000|0|0|6|3|1|4|0
868|SDSS J141322.20-014450.3|213.34250 |  -1.74731 |VisS|  -150|-0.000500 |    |18.49|  0.000|0|0|6|3|1|4|0
869|SDSS J142516.18-001802.5|216.31745 |  -0.30069 |!*|  -150|-0.000500 |    |18.87|  0.000|0|0|14|4|1|4|0
870|SDSS J143609.33-003658.5|219.03891 |  -0.61625 |!*|  -150|-0.000500 |    |18.94|  0.000|0|0|6|3|1|4|1
871|2dFGRS N277Z066|216.49750 |  -0.92058 |!*|  -150|-0.000500 |    |19.18|  0.000|0|0|1|2|1|0|4
872|2dFGRS N346Z227|218.32808 |   0.48158 |!*|  -150|-0.000500 |    |19.28|  0.000|0|0|1|2|1|0|3
873|2dFGRS N279Z102|218.91183 |  -0.38650 |!*|  -150|-0.000500 |    |19.39|  0.000|0|0|1|2|1|0|2
874|SDSS J144508.93-014754.9|221.28723 |  -1.79861 |!*|  -150|-0.000500 |:   |19.41|  0.000|0|0|6|3|1|4|0
875|SDSS J144340.64-000903.7|220.91934 |  -0.15103 |!*|  -150|-0.000500 |    |19.42|  0.000|1|0|13|4|1|4|0
876|SDSS J144720.51-003849.1|221.83547 |  -0.64699 |!*|  -150|-0.000500 |    |19.45|  0.000|0|0|6|3|1|4|0
877|SDSS J142034.89+003344.9|215.14542 |   0.56248 |G|  -150|-0.000500 |    |18.8g|  0.000|2|0|24|3|0|4|0
878|SDSS J143643.50-002317.1|219.18126 |  -0.38811 |!*|  -150|-0.000500 |    |19.50|  0.000|0|0|6|3|1|4|0
879|SDSS J143538.29-021143.4|218.90955 |  -2.19542 |!*|  -150|-0.000500 |    |16.99|  0.000|0|0|22|4|1|4|0
880|SDSS J143626.19-015752.5|219.10916 |  -1.96459 |!*|  -150|-0.000500 |    |19.49|  0.000|0|0|6|3|1|4|0
881|2dFGRS S899Z584|322.80313 | -69.53531 |!*|  -150|-0.000500 |    |18.88|  0.000|0|0|1|2|1|0|0
882|2dFGRS S873Z635|339.60867 | -71.70275 |!*|  -150|-0.000500 |:   |19.55|  0.000|0|0|1|2|1|0|0
883|2dFGRS S820Z639|309.97458 | -59.22392 |!*|  -150|-0.000500 |    |19.41|  0.000|0|0|1|2|1|0|0
884|GALEXASC J230216.25-615322.3  |345.56950 | -61.88931 |!*|  -150|-0.000500 |    |18.79|  0.000|0|0|5|3|1|0|0
885|GALEXASC J001356.40-492601.5  |  3.48567 | -49.43367 |!*|  -150|-0.000500 |    |17.24|  0.000|0|0|4|3|1|0|0
886|2dFGRS S860Z331| 45.50596 | -51.78247 |!*|  -150|-0.000500 |:   |19.29|  0.000|0|0|1|2|1|0|0
887|GALEXASC J213407.49-494622.8  |323.53021 | -49.77217 |!*|  -150|-0.000500 |    |19.07|  0.000|0|0|5|2|1|0|0
888|2dFGRS S890Z111|  9.44442 | -45.29239 |!*|  -150|-0.000500 |    |18.77|  0.000|0|0|1|2|1|0|0
889|2dFGRS S911Z255|331.96854 | -43.45806 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|1|2|1|0|0
890|GALEXASC J233802.98-404549.0  |354.51250 | -40.76269 |!*|  -150|-0.000500 |    |18.16|  0.000|0|0|5|3|1|0|0
891|2dFGRS S554Z150|  4.64075 | -35.10617 |!*|  -150|-0.000500 |    |18.83|  0.000|0|0|1|2|1|0|0
892|2dFGRS S494Z222|  0.08733 | -32.95708 |!*|  -150|-0.000500 |    |19.29|  0.000|0|0|1|2|1|0|0
893|GALEXASC J003844.76-330114.3  |  9.68729 | -33.02081 |!*|  -150|-0.000500 |    |18.14|  0.000|0|0|5|3|1|0|0
894|2dFGRS S455Z096| 26.01696 | -32.58417 |!*|  -150|-0.000500 |    |18.76|  0.000|0|0|1|2|1|0|0
895|GALEXASC J011333.24-334354.0  | 18.38896 | -33.73231 |!*|  -150|-0.000500 |    |18.94|  0.000|0|0|5|3|1|0|0
896|GALEXASC J011908.17-344742.9  | 19.78425 | -34.79606 |!*|  -150|-0.000500 |    |19.21|  0.000|0|0|4|3|1|0|0
897|2dFGRS S508Z131| 23.00746 | -33.62744 |!*|  -150|-0.000500 |    |19.38|  0.000|0|0|1|2|1|0|0
898|GALEXASC J020018.63-342918.3  | 30.07804 | -34.48844 |!*|  -150|-0.000500 |    |18.18|  0.000|0|0|5|3|1|0|0
899|2dFGRS S516Z208| 34.33212 | -32.79972 |!*|  -150|-0.000500 |    |18.55|  0.000|0|0|1|2|1|0|0
900|2dFGRS S510Z341| 25.11388 | -34.04881 |!*|  -150|-0.000500 |    |18.86|  0.000|0|0|1|2|1|0|0
901|2dFGRS S515Z241| 34.44817 | -33.88678 |!*|  -150|-0.000500 |    |19.04|  0.000|0|0|1|2|1|0|0
902|2dFGRS S465Z106| 39.57117 | -32.45333 |!*|  -150|-0.000500 |:   |17.63|  0.000|0|0|1|2|1|0|0
903|2dFGRS S575Z227| 35.68433 | -34.44850 |!*|  -150|-0.000500 |    |18.86|  0.000|0|0|1|2|1|0|0
904|2dFGRS S472Z020| 50.87383 | -32.56369 |!*|  -150|-0.000500 |    |18.97|  0.000|0|0|1|2|1|0|0
905|2dFGRS S861Z217|318.64746 | -34.09450 |!*|  -150|-0.000500 |    |18.04|  0.000|0|0|1|2|1|0|0
906|GALEXASC J215556.05-335223.5  |328.98371 | -33.87272 |!*|  -150|-0.000500 |:   |18.29|  0.000|0|0|5|3|1|0|0
907|2dFGRS S586Z292|328.85254 | -36.19094 |!*|  -150|-0.000500 |    |18.56|  0.000|0|0|1|2|1|0|0
908|GALEXASC J221259.05-354458.0  |333.24662 | -35.74950 |!*|  -150|-0.000500 |    |19.28|  0.000|0|0|5|3|1|0|0
909|2dFGRS S535Z146|342.72683 | -34.36036 |!*|  -150|-0.000500 |:   |17.33|  0.000|0|0|1|2|1|0|0
910|2dFGRS S488Z271|349.43850 | -33.63306 |!*|  -150|-0.000500 |    |18.82|  0.000|0|0|1|2|1|0|0
911|2dFGRS S424Z020|351.13533 | -32.73542 |!*|  -150|-0.000500 |    |19.05|  0.000|0|0|1|2|1|0|0
912|2dFGRS S483Z124|341.71683 | -33.22700 |!*|  -150|-0.000500 |    |19.26|  0.000|0|0|1|2|1|0|0
913|2dFGRS S533Z223|340.45087 | -34.38050 |!*|  -150|-0.000500 |    |19.37|  0.000|0|0|1|2|1|0|0
914|2dFGRS S483Z336|340.96254 | -34.03108 |!*|  -150|-0.000500 |    |19.40|  0.000|0|0|1|2|1|0|0
915|2dFGRS S531Z305|335.45358 | -35.23075 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|1|2|1|0|0
916|GALEXASC J235724.36-275310.4  |359.35163 | -27.88606 |!*|  -150|-0.000500 |    |19.13|  0.000|0|0|4|3|1|0|0
917|2dFGRS S538Z281|346.13596 | -34.75794 |!*|  -150|-0.000500 |    |19.19|  0.000|0|0|1|2|1|0|0
918|2dFGRS S432Z188|  0.13037 | -31.93475 |!*|  -150|-0.000500 |    |19.26|  0.000|0|0|1|2|1|0|0
919|GALEXASC J005033.13-273549.9  | 12.63717 | -27.59736 |!*|  -150|-0.000500 |    |18.28|  0.000|0|0|5|3|1|0|0
920|2dFGRS S216Z053| 20.15033 | -28.03922 |!*|  -150|-0.000500 |    |19.03|  0.000|0|0|1|2|1|0|0
921|2dFGRS S284Z142|  8.37763 | -29.42258 |!*|  -150|-0.000500 |    |19.06|  0.000|0|0|1|2|1|0|0
922|GALEXASC J001708.72-285932.0  |  4.28671 | -28.99181 |!*|  -150|-0.000500 |    |19.11|  0.000|0|0|5|3|1|0|0
923|2dFGRS S370Z002| 14.88604 | -30.37997 |!*|  -150|-0.000500 |    |19.20|  0.000|0|0|1|2|1|0|0
924|2dFGRS S282Z007|  7.13108 | -28.76825 |!*|  -150|-0.000500 |    |19.27|  0.000|0|0|1|2|1|0|0
925|GALEXASC J001947.83-313757.8  |  4.94929 | -31.63236 |!*|  -150|-0.000500 |    |19.36|  0.000|0|0|5|3|1|0|0
926|2dFGRS S370Z010| 14.74221 | -30.28294 |!*|  -150|-0.000500 |    |19.51|  0.000|0|0|1|2|1|0|0
927|2MASX J00442168+3843319| 11.09033 |  38.72553 |*Cl|  -150|-0.000500 |:   |14.3K|  0.000|1|0|9|0|1|2|0
928|GALEXASC J012736.93-281203.5  | 21.90450 | -28.20133 |!*|  -150|-0.000500 |    |17.81|  0.000|0|0|9|4|1|0|0
929|2dFGRS S445Z208| 15.73404 | -32.09806 |!*|  -150|-0.000500 |    |18.84|  0.000|0|0|1|2|1|0|0
930|2dFGRS S292Z055| 16.69067 | -28.44008 |!*|  -150|-0.000500 |    |18.85|  0.000|0|0|1|2|1|0|0
931|2dFGRS S219Z082| 23.82467 | -27.38642 |!*|  -150|-0.000500 |    |19.10|  0.000|0|0|1|2|1|0|0
932|GALEXASC J012024.65-303457.3  | 20.10354 | -30.58158 |!*|  -150|-0.000500 |    |19.09|  0.000|0|0|5|3|1|0|0
933|2dFGRS S444Z278| 15.10054 | -31.38539 |!*|  -150|-0.000500 |    |19.34|  0.000|0|0|1|2|1|0|0
934|2dFGRS S444Z233| 15.46787 | -31.80619 |!*|  -150|-0.000500 |    |19.48|  0.000|0|0|1|2|1|0|0
935|2dFGRS S323Z245| 53.61796 | -29.07817 |!*|  -150|-0.000500 |    |17.66|  0.000|0|0|1|2|1|0|0
936|GALEXASC J030517.02-294705.5  | 46.32113 | -29.78514 |!*|  -150|-0.000500 |    |18.17|  0.000|0|0|5|3|1|0|0
937|GALEXASC J032022.73-301750.8  | 50.09521 | -30.29803 |!*|  -150|-0.000500 |    |18.21|  0.000|0|0|5|3|1|0|0
938|GALEXASC J033606.40-303635.7  | 54.02679 | -30.60992 |!*|  -150|-0.000500 |    |18.74|  0.000|0|0|5|3|1|0|0
939|2dFGRS S912Z553| 69.63792 | -31.14189 |!*|  -150|-0.000500 |    |18.60|  0.000|0|0|1|2|1|0|0
940|2dFGRS S892Z282| 80.85004 | -28.63158 |!*|  -150|-0.000500 |    |19.12|  0.000|0|0|1|2|1|0|0
941|2dFGRS S173Z078|330.27333 | -28.10469 |!*|  -150|-0.000500 |    |19.21|  0.000|0|0|1|2|1|0|0
942|GALEXASC J220817.61-305707.6  |332.07346 | -30.95208 |!*|  -150|-0.000500 |    |17.70|  0.000|0|0|5|3|1|0|0
943|2dFGRS S336Z155|335.29429 | -29.71531 |!*|  -150|-0.000500 |    |17.73|  0.000|0|0|1|2|1|0|0
944|2dFGRS S405Z127|327.47633 | -31.26322 |!*|  -150|-0.000500 |    |18.92|  0.000|0|0|1|2|1|0|0
945|GALEXASC J220918.82-284214.8  |332.32908 | -28.70422 |!*|  -150|-0.000500 |:   |18.95|  0.000|0|0|5|3|1|0|0
946|GALEXASC J221622.62-293935.8  |334.09467 | -29.66047 |!*|  -150|-0.000500 |    |19.07|  0.000|0|0|5|3|1|0|0
947|2dFGRS S171Z141|327.38912 | -27.40353 |!*|  -150|-0.000500 |    |19.03|  0.000|0|0|1|2|1|0|0
948|GALEXASC J222102.96-273234.2  |335.26221 | -27.54347 |!*|  -150|-0.000500 |    |19.06|  0.000|0|0|9|4|1|0|0
949|GALEXASC J220010.56-302746.5  |330.04429 | -30.46322 |!*|  -150|-0.000500 |    |19.21|  0.000|0|0|9|4|1|0|0
950|GALEXASC J222359.21-312550.8  |335.99596 | -31.43075 |!*|  -150|-0.000500 |:   |19.37|  0.000|0|0|5|3|1|0|0
951|2dFGRS S335Z065|334.60829 | -30.07525 |!*|  -150|-0.000500 |    |19.40|  0.000|0|0|1|2|1|0|0
952|GALEXMSC J221556.53-302640.0  |333.98483 | -30.44517 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|5|3|1|0|0
953|2dFGRS S191Z077|352.09267 | -27.76833 |!*|  -150|-0.000500 |    |18.21|  0.000|0|0|1|2|1|0|0
954|2dFGRS S344Z114|344.79262 | -30.45769 |!*|  -150|-0.000500 |    |18.86|  0.000|0|0|1|2|1|0|0
955|2dFGRS S185Z155|343.78792 | -27.38225 |!*|  -150|-0.000500 |    |18.90|  0.000|0|0|1|2|1|0|0
956|2dFGRS S344Z055|345.32150 | -30.42372 |!*|  -150|-0.000500 |    |19.02|  0.000|0|0|1|2|1|0|0
957|2dFGRS S262Z029|344.53317 | -28.05417 |!*|  -150|-0.000500 |    |19.12|  0.000|0|0|1|2|1|0|0
958|2dFGRS S263Z079|345.66667 | -28.51347 |!*|  -150|-0.000500 |    |19.31|  0.000|0|0|1|2|1|0|0
959|2dFGRS S338Z186|337.29371 | -30.51219 |!*|  -150|-0.000500 |    |19.39|  0.000|0|0|1|2|1|0|0
960|2dFGRS S345Z054|346.46004 | -30.71067 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|1|2|1|0|0
961|2dFGRS S139Z305|  9.01667 | -25.60219 |!*|  -150|-0.000500 |    |18.01|  0.000|0|0|1|2|1|0|0
962|GALEXASC J001905.21-251059.6  |  4.77142 | -25.18386 |!*|  -150|-0.000500 |    |18.22|  0.000|0|0|5|3|1|0|0
963|GALEXASC J003127.56-265244.0  |  7.86558 | -26.87939 |!*|  -150|-0.000500 |    |18.41|  0.000|0|0|8|4|1|0|0
964|2dFGRS S140Z352|  8.96467 | -26.23533 |!*|  -150|-0.000500 |    |18.50|  0.000|0|0|1|2|1|0|0
965|2dFGRS S143Z242| 12.87783 | -25.92925 |!*|  -150|-0.000500 |    |18.84|  0.000|0|0|1|2|1|0|0
966|2dFGRS S143Z087| 12.71775 | -25.54300 |!*|  -150|-0.000500 |    |18.86|  0.000|0|0|1|2|1|0|0
967|2dFGRS S143Z029| 13.37562 | -25.04114 |!*|  -150|-0.000500 |    |19.17|  0.000|0|0|1|2|1|0|0
968|2dFGRS S143Z213| 13.10838 | -26.32000 |!*|  -150|-0.000500 |    |19.23|  0.000|0|0|1|2|1|0|0
969|2dFGRS S214Z207| 18.85333 | -26.67828 |!*|  -150|-0.000500 |    |17.74|  0.000|0|0|1|2|1|0|0
970|GALEXASC J020207.27-252758.9  | 30.53046 | -25.46625 |!*|  -150|-0.000500 |    |18.92|  0.000|0|0|5|3|1|0|0
971|2dFGRS S149Z069| 22.52863 | -25.44375 |!*|  -150|-0.000500 |    |19.05|  0.000|0|0|1|2|1|0|0
972|2dFGRS S150Z025| 23.92704 | -25.25858 |!*|  -150|-0.000500 |    |19.13|  0.000|0|0|1|2|1|0|0
973|2dFGRS S220Z157| 24.97421 | -26.46467 |!*|  -150|-0.000500 |    |19.28|  0.000|0|0|1|2|1|0|0
974|2dFGRS S225Z272| 31.13563 | -26.72256 |!*|  -150|-0.000500 |    |16.81|  0.000|0|0|1|2|1|0|1
975|GALEXASC J024528.22-245733.7  | 41.36767 | -24.95953 |!*|  -150|-0.000500 |    |19.30|  0.000|0|0|4|3|1|0|0
976|2dFGRS S165Z130| 48.56725 | -25.77658 |!*|  -150|-0.000500 |    |17.89|  0.000|0|0|1|2|1|0|0
977|GALEXASC J043546.00-255403.5  | 68.94196 | -25.90164 |!*|  -150|-0.000500 |    |18.37|  0.000|0|0|4|3|1|0|0
978|GALEXASC J221102.74-252218.9  |332.76100 | -25.37133 |!*|  -150|-0.000500 |    |19.46|  0.000|0|0|5|3|1|0|0
979|GALEXASC J215521.21-245039.8  |328.83879 | -24.84422 |!*|  -150|-0.000500 |    |17.61|  0.000|0|0|9|4|1|0|0
980|GALEXMSC J215858.16-263217.8  |329.74150 | -26.53803 |!*|  -150|-0.000500 |    |18.12|  0.000|0|0|5|3|1|0|0
981|GALEXASC J220648.24-243542.4  |331.70150 | -24.59464 |!*|  -150|-0.000500 |    |18.46|  0.000|0|0|5|3|1|0|0
982|2dFGRS S061Z099|332.80113 | -24.37253 |!*|  -150|-0.000500 |    |18.54|  0.000|0|0|1|2|1|0|0
983|GALEXASC J215546.68-235533.8  |328.94404 | -23.92642 |!*|  -150|-0.000500 |    |18.62|  0.000|0|0|5|3|1|0|0
984|2dFGRS S115Z301|331.49592 | -26.35439 |!*|  -150|-0.000500 |    |18.67|  0.000|0|0|1|2|1|0|0
985|GALEXASC J220615.65-241023.4  |331.56467 | -24.17339 |!*|  -150|-0.000500 |:   |18.75|  0.000|0|0|5|3|1|0|0
986|GALEXASC J221310.76-222443.1  |333.29529 | -22.41247 |!*|  -150|-0.000500 |    |18.77|  0.000|0|0|5|3|1|0|0
987|2dFGRS S114Z047|330.34771 | -25.73664 |!*|  -150|-0.000500 |    |18.81|  0.000|0|0|1|2|1|0|0
988|2dFGRS S060Z236|330.95992 | -24.82792 |!*|  -150|-0.000500 |    |18.88|  0.000|0|0|1|2|1|0|0
989|2dFGRS S173Z204|330.90817 | -26.67875 |!*|  -150|-0.000500 |    |18.95|  0.000|0|0|1|2|1|0|0
990|GALEXASC J215516.44-251252.3  |328.81871 | -25.21431 |!*|  -150|-0.000500 |    |17.3r|  0.000|0|0|9|4|1|0|0
991|GALEXASC J215737.52-231800.0  |329.40621 | -23.30025 |!*|  -150|-0.000500 |    |19.11|  0.000|0|0|8|4|1|0|0
992|GALEXASC J220046.33-240807.1  |330.19354 | -24.13506 |!*|  -150|-0.000500 |    |19.14|  0.000|0|0|5|3|1|0|0
993|GALEXASC J220155.78-243552.9  |330.48217 | -24.59781 |!*|  -150|-0.000500 |    |19.27|  0.000|0|0|5|3|1|0|0
994|2dFGRS S114Z032|330.46683 | -25.83819 |!*|  -150|-0.000500 |    |19.27|  0.000|0|0|1|2|1|0|0
995|2dFGRS S114Z057|330.26246 | -25.11083 |!*|  -150|-0.000500 |    |19.31|  0.000|0|0|1|2|1|0|0
996|2dFGRS S115Z332|331.10975 | -26.32686 |!*|  -150|-0.000500 |    |19.41|  0.000|0|0|1|2|1|0|0
997|GALEXMSC J221604.47-253807.9  |334.01900 | -25.63583 |!*|  -150|-0.000500 |    |19.10|  0.000|0|0|5|3|1|0|0
998|GALEXASC J222206.77-264203.1  |335.52763 | -26.70086 |!*|  -150|-0.000500 |    |18.60|  0.000|0|0|5|3|1|0|0
999|2dFGRS S122Z291|342.66554 | -26.00744 |!*|  -150|-0.000500 |:   |18.72|  0.000|0|0|1|2|1|0|0
1000|2dFGRS S120Z037|338.91792 | -25.69739 |!*|  -150|-0.000500 |    |18.81|  0.000|0|0|1|2|1|0|0
1001|GALEXMSC J221810.65-263355.2  |334.54562 | -26.56447 |!*|  -150|-0.000500 |    |19.20|  0.000|0|0|5|3|1|0|0
1002|GALEXASC J222116.41-263354.5  |335.31783 | -26.56556 |!*|  -150|-0.000500 |    |19.29|  0.000|0|0|5|3|1|0|0
1003|GALEXMSC J225406.70-265105.6  |343.52842 | -26.85169 |!*|  -150|-0.000500 |    |19.31|  0.000|0|0|5|3|1|0|0
1004|2dFGRS S119Z277|337.52963 | -26.42294 |!*|  -150|-0.000500 |    |19.42|  0.000|0|0|1|2|1|0|0
1005|2dFGRS S068Z251|342.60642 | -25.24008 |!*|  -150|-0.000500 |:   |19.43|  0.000|0|0|1|2|1|0|0
1006|2dFGRS S067Z235|340.80687 | -25.24819 |!*|  -150|-0.000500 |    |19.45|  0.000|0|0|1|2|1|0|0
1007|GALEXASC J221815.88-255019.2  |334.56529 | -25.83925 |!*|  -150|-0.000500 |:   |19.45|  0.000|0|0|9|4|1|0|0
1008|2dFGRS S077Z316|355.89288 | -25.08286 |!*|  -150|-0.000500 |    |19.33|  0.000|0|0|1|2|1|0|0
1009|2dFGRS S900Z203|319.93754 | -19.90428 |!*|  -150|-0.000500 |:   |19.56|  0.000|0|0|1|2|1|0|0
1010|GALEXMSC J225149.56-175053.5  |342.95596 | -17.84789 |!*|  -150|-0.000500 |    |18.79|  0.000|0|0|4|3|1|0|0
1011|2dFGRS S904Z132|  2.27813 | -15.13981 |!*|  -150|-0.000500 |:   |19.42|  0.000|0|0|1|2|1|0|0
1012|2dFGRS S867Z246|  7.17988 | -17.02333 |!*|  -150|-0.000500 |    |19.21|  0.000|0|0|1|2|1|0|0
1013|2dFGRS S830Z126|324.33583 | -15.51086 |!*|  -150|-0.000500 |:   |19.29|  0.000|0|0|1|2|1|0|0
1014|2dFGRS S830Z488|323.66967 | -16.03278 |!*|  -150|-0.000500 |:   |19.69|  0.000|0|0|1|2|1|0|0
1015|2dFGRS S855Z239|340.29933 | -15.62056 |!*|  -150|-0.000500 |    |19.02|  0.000|0|0|1|2|1|0|0
1016|GALEXASC J000750.17-080347.9  |  1.95837 |  -8.06469 |!*|  -150|-0.000500 |    |19.56|  0.000|0|0|5|3|1|0|0
1017|2dFGRS S858Z218|  6.00367 | -12.14422 |!*|  -150|-0.000500 |    |19.49|  0.000|0|0|1|2|1|0|0
1018|2dFGRS S842Z244| 15.98008 |  -7.48125 |!*|  -150|-0.000500 |    |19.70|  0.000|0|0|1|2|1|0|0
1019|SDSS J011654.70-093239.3| 19.22793 |  -9.54426 |!*|  -150|-0.000500 |:   |19.22|  0.000|0|0|6|3|1|4|0
1020|2dFGRS S897Z157|346.90592 |  -1.13528 |!*|  -150|-0.000500 |    |19.45|  0.000|0|0|1|2|1|0|2
1021|2dFGRS S833Z189| 62.90883 | -22.41531 |!*|  -150|-0.000500 |    |19.6b|  0.000|0|0|0|1|1|0|0
1022|SDSS J003816.87-010455.6|  9.57030 |  -1.08213 |*|  -150|-0.000500 |    |21.3r|  0.000|1|0|15|1|1|4|0
1023|SDSS J004732.23-004148.6| 11.88431 |  -0.69684 |*|  -150|-0.000500 |    |21.5r|  0.000|1|0|15|1|1|4|0
1024|SDSS J021413.53+003142.4| 33.55639 |   0.52847 |*|  -150|-0.000500 |    |21.7r|  0.000|1|0|19|1|1|4|0
1025|SDSS J021738.18-001107.3| 34.40912 |  -0.18537 |*|  -150|-0.000500 |    |21.3r|  0.000|1|0|15|1|1|4|0
1026|SDSS J104827.67+002349.7|162.11531 |   0.39716 |*|  -150|-0.000500 |    |21.5r|  0.000|1|0|19|1|1|4|0
1027|SDSS J110729.43-004854.2|166.87266 |  -0.81507 |*|  -150|-0.000500 |    |22.0r|  0.000|1|0|15|1|1|4|0
1028|SDSS J135120.23-001935.2|207.83432 |  -0.32647 |*|  -150|-0.000500 |    |21.3r|  0.000|1|0|15|1|1|4|0
1029|SDSS J140746.27+003757.8|211.94280 |   0.63274 |*|  -150|-0.000500 |    |21.1r|  0.000|1|0|15|1|1|4|0
1030|SDSS J140851.06-010300.4|212.21276 |  -1.05013 |*|  -150|-0.000500 |    |21.9r|  0.000|1|0|15|1|1|4|0
1031|SDSS J150757.19+000006.9|226.98829 |   0.00194 |*|  -150|-0.000500 |    |20.3r|  0.000|1|0|15|1|1|4|0
1032|SDSS J212820.84+001122.0|322.08687 |   0.18945 |*|  -150|-0.000500 |    |20.9r|  0.000|1|0|19|1|1|4|0
1033|SDSS J214820.81-002131.9|327.08673 |  -0.35888 |*|  -150|-0.000500 |    |20.7r|  0.000|1|0|15|1|1|4|0
